Date,Name,Year,Letterboxd URI,Rating
2025-08-10,Dredd,2012,https://boxd.it/GZE,2.5
2025-08-10,Yavarum Nalam,2009,https://boxd.it/1Ekm,4
2025-08-15,The Game,1997,https://boxd.it/26vC,3.5
2025-08-16,The Others,2001,https://boxd.it/27Po,3.5
2025-08-22,Coolie,2025,https://boxd.it/HDVK,3
2025-08-29,Paan Singh Tomar,2012,https://boxd.it/3l28,4
2025-08-31,Sinister,2012,https://boxd.it/2TnW,3.5
2025-09-01,The World's End,2013,https://boxd.it/3EiO,3
2025-09-01,Bronson,2008,https://boxd.it/1GM8,2.5
2025-09-01,Ne Zha,2019,https://boxd.it/mKSm,3.5
2025-09-06,Heat,1995,https://boxd.it/2bg8,4.5
2025-09-07,Prometheus,2012,https://boxd.it/2s9e,4
2025-09-11,The Lunchbox,2013,https://boxd.it/5MOs,4
2025-09-13,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,2.5
2025-09-14,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,https://boxd.it/O1GQ,3.5
2025-09-18,HAIKYU!! The Dumpster Battle,2024,https://boxd.it/Cgri,4.5
2025-09-19,Thunderbolts*,2025,https://boxd.it/BfbQ,3.5
2025-09-20,Garam Masala,2005,https://boxd.it/1EM6,4
2025-09-21,Kantara,2022,https://boxd.it/wqK8,3.5
2025-09-21,May the Devil Take You,2018,https://boxd.it/j3Ha,2
2025-09-21,Insidious,2010,https://boxd.it/H4k,3.5
2025-09-21,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2025-09-22,Chhaava,2025,https://boxd.it/JpHe,3
2025-09-25,Companion,2025,https://boxd.it/F04o,3
2025-09-28,Deva,2025,https://boxd.it/JlCa,3
2025-10-02,Mahavatar Narsimha,2024,https://boxd.it/RdXU,4
2025-10-03,Weapons,2025,https://boxd.it/EMTM,4
2025-10-05,Django Unchained,2012,https://boxd.it/2cCk,5
2025-10-06,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/1zYm,4
2025-10-07,The Naked Gun,2025,https://boxd.it/Da9k,3
2025-10-10,Karthik Calling Karthik,2010,https://boxd.it/1djw,3.5
2025-10-17,Evil Dead II,1987,https://boxd.it/29Ge,3.5
2025-10-18,The Black Phone,2021,https://boxd.it/sqFE,3
2025-10-21,Ne Zha 2,2025,https://boxd.it/B2qe,4.5
2025-10-23,The Conjuring,2013,https://boxd.it/4sr2,4
2025-10-25,Caught Stealing,2025,https://boxd.it/LnyS,3.5
2025-10-26,Oddity,2024,https://boxd.it/K9pg,3
2025-10-31,Chainsaw Man – The Movie: Reze Arc,2025,https://boxd.it/Kgyu,4.5
2025-11-07,The Phoenician Scheme,2025,https://boxd.it/H0Ca,3
2025-11-09,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3
2025-11-13,Frankenstein,2025,https://boxd.it/Ecsg,4
2025-11-16,Black Phone 2,2025,https://boxd.it/JpbW,2.5
2025-11-17,2001: A Space Odyssey,1968,https://boxd.it/2bf0,4.5
2025-11-19,Look Back,2024,https://boxd.it/LjA6,4.5
2025-11-23,Until Dawn,2025,https://boxd.it/KOb0,3
2025-11-29,Mulholland Drive,2001,https://boxd.it/297o,4
2025-11-30,Bring Her Back,2025,https://boxd.it/Hxlc,4
2025-12-04,Sword of the Stranger,2007,https://boxd.it/1OZE,4
2025-12-05,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/2BwG,3.5
2025-12-07,Kantara - A Legend: Chapter 1,2025,https://boxd.it/EZaq,3.5
2025-12-07,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2025-12-09,Tees Maar Khan,2010,https://boxd.it/O5Y,3
2025-12-10,Redline,2009,https://boxd.it/2pQ0,4
2025-12-14,Thamma,2025,https://boxd.it/Jooq,2.5
2025-12-20,Ballerina,2025,https://boxd.it/jKqG,3.5
2025-12-21,Wake Up Dead Man,2025,https://boxd.it/uAKS,4
2025-12-26,Avatar: Fire and Ash,2025,https://boxd.it/2W7s,3.5
2025-12-28,Horrible Bosses,2011,https://boxd.it/Ba2,3.5
